Date,Narration,Withdrawal,Deposit
02-01-2026,UPI/POS: ZOMATO,398.97,0.0
02-01-2026,UPI: LANDLORD RENT,35000.0,0.0
02-01-2026,UPI/POS: AMAZON,893.8,0.0
03-01-2026,UPI/POS: LOCAL BAKERY,87.87,0.0
03-01-2026,UPI/POS: UPI: KIRANA,71.82,0.0
03-01-2026,UPI/POS: LOCAL BAKERY,123.67,0.0
03-01-2026,UPI/POS: ZOMATO,339.9,0.0
03-01-2026,UPI/POS: BLINKIT,222.34,0.0
04-01-2026,UPI/POS: UPI: TEA STALL,27.92,0.0
04-01-2026,UPI/POS: LOCAL BAKERY,127.72,0.0
04-01-2026,UPI/POS: UPI: TEA STALL,26.08,0.0
04-01-2026,UPI/POS: STARBUCKS,299.35,0.0
05-01-2026,UPI/POS: AMAZON,1233.5,0.0
05-01-2026,UPI/POS: SWIGGY,251.05,0.0
05-01-2026,UPI/POS: OLA CABS,177.96,0.0
05-01-2026,UPI/POS: BLINKIT,327.81,0.0
05-01-2026,ACH: HDFC AUTO LOAN,15000.0,0.0
05-01-2026,UPI/POS: NAMMA METRO,59.61,0.0
05-01-2026,UPI/POS: OLA CABS,124.58,0.0
06-01-2026,UPI/POS: UPI: TEA STALL,27.93,0.0
06-01-2026,UPI/POS: UPI: PRIYA SPLITWISE,363.22,0.0
06-01-2026,UPI/POS: UPI: TEA STALL,29.62,0.0
06-01-2026,UPI/POS: UPI: KIRANA,62.23,0.0
07-01-2026,UPI/POS: UPI: AUTO,85.19,0.0
07-01-2026,UPI/POS: UBER,319.92,0.0
07-01-2026,UPI/POS: ZOMATO,372.29,0.0
07-01-2026,UPI/POS: UPI: KIRANA,49.71,0.0
07-01-2026,UPI/POS: UPI: KIRANA,20.4,0.0
07-01-2026,UPI/POS: LOCAL BAKERY,63.49,0.0
07-01-2026,UPI/POS: UPI: AUTO,50.96,0.0
07-01-2026,UPI/POS: UPI: KIRANA,71.58,0.0
08-01-2026,UPI/POS: UPI: AUTO,56.3,0.0
08-01-2026,UPI/POS: NAMMA METRO,36.3,0.0
08-01-2026,UPI/POS: NAMMA METRO,54.94,0.0
08-01-2026,UPI/POS: NAMMA METRO,33.71,0.0
09-01-2026,UPI/POS: UPI: AUTO,68.62,0.0
09-01-2026,UPI/POS: UBER,362.47,0.0
09-01-2026,UPI/POS: UPI: NEHA SPLITWISE,688.95,0.0
09-01-2026,UPI/POS: UPI: AUTO,97.9,0.0
09-01-2026,UPI/POS: BLINKIT,514.67,0.0
09-01-2026,UPI/POS: BLINKIT,407.98,0.0
10-01-2026,UPI/POS: UPI: TEA STALL,27.77,0.0
10-01-2026,UPI/POS: NAMMA METRO,33.92,0.0
10-01-2026,POS: NETFLIX,649.0,0.0
10-01-2026,UPI/POS: BLINKIT,422.56,0.0
10-01-2026,UPI/POS: NAMMA METRO,56.3,0.0
10-01-2026,UPI/POS: UPI: AUTO,78.61,0.0
10-01-2026,BBPS: AIRTEL WIFI,1180.0,0.0
10-01-2026,POS: SPOTIFY,119.0,0.0
10-01-2026,UPI/POS: ZEPTO,293.47,0.0
10-01-2026,UPI/POS: UPI: KIRANA,36.51,0.0
10-01-2026,UPI/POS: UBER,191.46,0.0
11-01-2026,UPI/POS: ZEPTO,379.43,0.0
11-01-2026,UPI/POS: ZEPTO,204.52,0.0
11-01-2026,UPI/POS: BLINKIT,265.9,0.0
11-01-2026,UPI/POS: BLINKIT,168.29,0.0
11-01-2026,UPI/POS: OLA CABS,157.71,0.0
12-01-2026,UPI/POS: UPI: AUTO,52.87,0.0
12-01-2026,UPI/POS: AMAZON,466.3,0.0
12-01-2026,UPI/POS: STARBUCKS,258.44,0.0
12-01-2026,UPI/POS: OLA CABS,145.13,0.0
12-01-2026,UPI/POS: UBER,385.11,0.0
12-01-2026,UPI/POS: UBER,151.98,0.0
12-01-2026,UPI/POS: LOCAL BAKERY,136.54,0.0
12-01-2026,UPI/POS: UPI: AUTO,88.31,0.0
12-01-2026,UPI/POS: NAMMA METRO,59.39,0.0
13-01-2026,UPI/POS: UPI: TEA STALL,26.13,0.0
13-01-2026,UPI/POS: STARBUCKS,328.94,0.0
14-01-2026,UPI/POS: UBER,239.13,0.0
14-01-2026,UPI/POS: UPI: TEA STALL,16.36,0.0
14-01-2026,UPI/POS: UPI: TEA STALL,21.73,0.0
14-01-2026,UPI/POS: ZOMATO,181.85,0.0
14-01-2026,UPI/POS: UBER,187.74,0.0
14-01-2026,UPI/POS: BLINKIT,259.62,0.0
15-01-2026,UPI/POS: UPI: KIRANA,27.83,0.0
15-01-2026,UPI/POS: AMAZON,520.82,0.0
15-01-2026,UPI/POS: OLA CABS,189.89,0.0
15-01-2026,UPI/POS: OLA CABS,120.9,0.0
15-01-2026,UPI/POS: NAMMA METRO,46.61,0.0
15-01-2026,UPI/POS: ZOMATO,339.87,0.0
15-01-2026,UPI/POS: AMAZON,776.12,0.0
16-01-2026,UPI/POS: UPI: TEA STALL,18.91,0.0
16-01-2026,UPI/POS: AMAZON,216.08,0.0
16-01-2026,UPI/POS: ZEPTO,110.36,0.0
16-01-2026,UPI/POS: SWIGGY,241.67,0.0
16-01-2026,UPI/POS: AMAZON,1091.42,0.0
16-01-2026,UPI/POS: ZOMATO,199.03,0.0
17-01-2026,UPI/POS: AMAZON,326.75,0.0
17-01-2026,UPI/POS: STARBUCKS,295.37,0.0
17-01-2026,UPI/POS: BLINKIT,486.13,0.0
17-01-2026,UPI/POS: NAMMA METRO,41.6,0.0
18-01-2026,UPI/POS: ZEPTO,277.83,0.0
18-01-2026,UPI/POS: AMAZON,347.1,0.0
18-01-2026,UPI/POS: UPI: TEA STALL,25.45,0.0
18-01-2026,UPI/POS: UPI: TEA STALL,19.35,0.0
18-01-2026,UPI/POS: UBER,370.7,0.0
18-01-2026,UPI/POS: STARBUCKS,257.74,0.0
19-01-2026,UPI/POS: AMAZON,288.76,0.0
19-01-2026,UPI/POS: OLA CABS,184.27,0.0
19-01-2026,UPI/POS: NAMMA METRO,42.7,0.0
19-01-2026,UPI/POS: UBER,286.58,0.0
19-01-2026,UPI/POS: UBER,373.7,0.0
20-01-2026,UPI/POS: BLINKIT,516.39,0.0
20-01-2026,UPI/POS: LOCAL BAKERY,117.47,0.0
20-01-2026,UPI/POS: UBER,323.34,0.0
21-01-2026,UPI/POS: STARBUCKS,319.37,0.0
21-01-2026,UPI/POS: OLA CABS,164.79,0.0
21-01-2026,UPI/POS: UPI: TEA STALL,28.66,0.0
21-01-2026,UPI/POS: ZOMATO,188.25,0.0
21-01-2026,UPI/POS: ZOMATO,321.51,0.0
22-01-2026,UPI/POS: UPI: KIRANA,41.45,0.0
22-01-2026,UPI/POS: NAMMA METRO,52.51,0.0
22-01-2026,UPI/POS: BLINKIT,275.87,0.0
22-01-2026,UPI/POS: UPI: TEA STALL,23.65,0.0
22-01-2026,UPI/POS: ZEPTO,335.95,0.0
22-01-2026,UPI/POS: NAMMA METRO,55.8,0.0
22-01-2026,UPI/POS: BLINKIT,443.06,0.0
22-01-2026,UPI/POS: UPI: TEA STALL,20.08,0.0
23-01-2026,UPI/POS: ZEPTO,205.4,0.0
23-01-2026,UPI/POS: AMAZON,406.42,0.0
23-01-2026,UPI/POS: OLA CABS,161.9,0.0
23-01-2026,UPI/POS: UPI: KIRANA,57.17,0.0
23-01-2026,UPI/POS: UPI: TEA STALL,27.18,0.0
23-01-2026,UPI/POS: LOCAL BAKERY,100.33,0.0
24-01-2026,UPI/POS: NAMMA METRO,32.55,0.0
24-01-2026,UPI/POS: UPI: KIRANA,39.34,0.0
24-01-2026,UPI/POS: NAMMA METRO,39.53,0.0
24-01-2026,UPI/POS: OLA CABS,205.76,0.0
24-01-2026,UPI/POS: BLINKIT,261.18,0.0
24-01-2026,UPI/POS: ZEPTO,149.75,0.0
25-01-2026,UPI/POS: ZOMATO,258.44,0.0
25-01-2026,UPI/POS: BLINKIT,442.16,0.0
25-01-2026,UPI/POS: AMAZON,1367.21,0.0
25-01-2026,UPI/POS: UPI: KIRANA,32.75,0.0
25-01-2026,UPI/POS: OLA CABS,138.65,0.0
26-01-2026,UPI/POS: ZEPTO,369.21,0.0
26-01-2026,UPI/POS: UPI: AUTO,88.12,0.0
26-01-2026,UPI/POS: UBER,262.46,0.0
26-01-2026,UPI/POS: UBER,257.6,0.0
27-01-2026,UPI/POS: BLINKIT,285.52,0.0
27-01-2026,UPI/POS: UPI: KIRANA,35.62,0.0
27-01-2026,UPI/POS: UPI: TEA STALL,17.04,0.0
27-01-2026,UPI/POS: UPI: AUTO,66.82,0.0
27-01-2026,UPI/POS: UBER,155.28,0.0
28-01-2026,UPI/POS: OLA CABS,107.44,0.0
28-01-2026,UPI/POS: UPI: KIRANA,41.15,0.0
28-01-2026,UPI/POS: UPI: TEA STALL,18.61,0.0
29-01-2026,UPI/POS: STARBUCKS,349.13,0.0
29-01-2026,UPI/POS: OLA CABS,134.64,0.0
29-01-2026,UPI/POS: UBER,200.67,0.0
29-01-2026,UPI/POS: ZEPTO,301.43,0.0
29-01-2026,UPI/POS: ZEPTO,288.36,0.0
29-01-2026,UPI/POS: OLA CABS,291.91,0.0
30-01-2026,UPI/POS: AMAZON,349.37,0.0
30-01-2026,UPI/POS: LOCAL BAKERY,86.18,0.0
30-01-2026,UPI/POS: UBER,372.9,0.0
30-01-2026,UPI/POS: UPI: TEA STALL,21.87,0.0
30-01-2026,UPI/POS: UPI: TEA STALL,17.14,0.0
30-01-2026,UPI/POS: UPI: TEA STALL,17.83,0.0
30-01-2026,UPI/POS: STARBUCKS,293.94,0.0
30-01-2026,UPI/POS: UPI: KIRANA,92.69,0.0
31-01-2026,UPI/POS: AMAZON,988.35,0.0
31-01-2026,UPI/POS: UBER,193.53,0.0
31-01-2026,UPI/POS: UBER,174.96,0.0
31-01-2026,UPI/POS: STARBUCKS,385.52,0.0
31-01-2026,UPI/POS: BLINKIT,528.85,0.0
01-02-2026,UPI/POS: STARBUCKS,257.51,0.0
01-02-2026,UPI/POS: OLA CABS,137.46,0.0
01-02-2026,NEFT: ACME CORP SALARY,0.0,250000.0
01-02-2026,UPI/POS: ZEPTO,169.67,0.0
01-02-2026,UPI/POS: ZEPTO,377.58,0.0
02-02-2026,UPI/POS: ZEPTO,253.2,0.0
02-02-2026,UPI/POS: AMAZON,906.04,0.0
02-02-2026,UPI/POS: SWIGGY,214.49,0.0
02-02-2026,UPI/POS: AMAZON,1313.43,0.0
02-02-2026,UPI: LANDLORD RENT,35000.0,0.0
02-02-2026,UPI/POS: STARBUCKS,280.79,0.0
03-02-2026,UPI/POS: UBER,201.35,0.0
03-02-2026,UPI/POS: NAMMA METRO,43.25,0.0
03-02-2026,UPI/POS: NAMMA METRO,54.89,0.0
03-02-2026,UPI/POS: UBER,194.35,0.0
03-02-2026,UPI/POS: UPI: AMIT SPLITWISE,1904.15,0.0
03-02-2026,UPI/POS: AMAZON,1212.57,0.0
04-02-2026,UPI/POS: UPI: KIRANA,62.31,0.0
04-02-2026,UPI/POS: AMAZON,1328.24,0.0
04-02-2026,UPI/POS: AMAZON,1281.26,0.0
05-02-2026,UPI/POS: AMAZON,490.89,0.0
05-02-2026,UPI/POS: UPI: AUTO,85.55,0.0
05-02-2026,UPI/POS: UPI: KIRANA,44.8,0.0
05-02-2026,UPI/POS: UPI: KIRANA,61.05,0.0
05-02-2026,ACH: HDFC AUTO LOAN,15000.0,0.0
05-02-2026,UPI/POS: UPI: RAHUL SPLITWISE,605.09,0.0
05-02-2026,UPI/POS: STARBUCKS,309.31,0.0
06-02-2026,UPI/POS: OLA CABS,277.62,0.0
06-02-2026,UPI/POS: UBER,371.7,0.0
06-02-2026,UPI/POS: STARBUCKS,374.67,0.0
06-02-2026,UPI/POS: UBER,169.93,0.0
06-02-2026,UPI/POS: ZOMATO,338.23,0.0
06-02-2026,UPI/POS: BLINKIT,537.27,0.0
07-02-2026,UPI/POS: UPI: AUTO,59.2,0.0
07-02-2026,UPI/POS: AMAZON,508.44,0.0
07-02-2026,UPI/POS: BLINKIT,521.36,0.0
07-02-2026,UPI/POS: SWIGGY,327.94,0.0
08-02-2026,UPI/POS: NAMMA METRO,56.46,0.0
08-02-2026,UPI/POS: UPI: NEHA SPLITWISE,614.91,0.0
08-02-2026,UPI/POS: UPI: KIRANA,47.5,0.0
08-02-2026,UPI/POS: OLA CABS,125.98,0.0
09-02-2026,UPI/POS: UPI: TEA STALL,15.55,0.0
09-02-2026,UPI/POS: ZOMATO,367.05,0.0
09-02-2026,UPI/POS: UPI: KIRANA,89.24,0.0
09-02-2026,UPI/POS: ZOMATO,348.11,0.0
09-02-2026,UPI/POS: AMAZON,1443.38,0.0
09-02-2026,UPI/POS: STARBUCKS,297.69,0.0
10-02-2026,UPI/POS: UPI: AUTO,60.59,0.0
10-02-2026,UPI/POS: UPI: KIRANA,96.57,0.0
10-02-2026,UPI/POS: ZOMATO,364.38,0.0
10-02-2026,POS: SPOTIFY,119.0,0.0
10-02-2026,BBPS: AIRTEL WIFI,1180.0,0.0
10-02-2026,UPI/POS: UPI: AUTO,65.65,0.0
10-02-2026,POS: NETFLIX,649.0,0.0
10-02-2026,UPI/POS: UBER,382.41,0.0
11-02-2026,UPI/POS: UPI: TEA STALL,16.46,0.0
11-02-2026,UPI/POS: UPI: AUTO,47.52,0.0
11-02-2026,UPI/POS: UPI: KIRANA,67.34,0.0
11-02-2026,UPI/POS: STARBUCKS,293.27,0.0
12-02-2026,UPI/POS: OLA CABS,182.08,0.0
13-02-2026,UPI/POS: UPI: AUTO,66.41,0.0
14-02-2026,UPI/POS: UPI: AUTO,61.47,0.0
14-02-2026,UPI/POS: UBER,392.2,0.0
14-02-2026,UPI/POS: AMAZON,975.39,0.0
15-02-2026,UPI/POS: STARBUCKS,381.13,0.0
15-02-2026,UPI/POS: OLA CABS,279.09,0.0
15-02-2026,UPI/POS: NAMMA METRO,40.07,0.0
16-02-2026,UPI/POS: AMAZON,946.28,0.0
16-02-2026,UPI/POS: BLINKIT,274.95,0.0
16-02-2026,UPI/POS: NAMMA METRO,47.55,0.0
16-02-2026,UPI/POS: LOCAL BAKERY,58.09,0.0
16-02-2026,UPI/POS: STARBUCKS,261.34,0.0
17-02-2026,UPI/POS: SWIGGY,398.94,0.0
17-02-2026,UPI/POS: NAMMA METRO,33.45,0.0
17-02-2026,UPI/POS: UPI: KIRANA,25.27,0.0
18-02-2026,UPI/POS: SWIGGY,388.26,0.0
18-02-2026,UPI/POS: UPI: KIRANA,52.52,0.0
18-02-2026,UPI/POS: UBER,352.32,0.0
18-02-2026,UPI/POS: UPI: TEA STALL,26.19,0.0
18-02-2026,UPI/POS: UBER,312.95,0.0
19-02-2026,UPI/POS: NAMMA METRO,33.21,0.0
19-02-2026,UPI/POS: UBER,290.5,0.0
19-02-2026,UPI/POS: ZOMATO,209.68,0.0
19-02-2026,UPI/POS: UBER,389.73,0.0
20-02-2026,UPI/POS: BLINKIT,197.23,0.0
20-02-2026,UPI/POS: BLINKIT,598.18,0.0
21-02-2026,UPI/POS: BLINKIT,291.31,0.0
21-02-2026,UPI/POS: UPI: TEA STALL,22.5,0.0
22-02-2026,UPI/POS: UPI: TEA STALL,23.83,0.0
22-02-2026,UPI/POS: ZOMATO,352.84,0.0
22-02-2026,UPI/POS: AMAZON,260.26,0.0
22-02-2026,UPI/POS: NAMMA METRO,58.68,0.0
22-02-2026,UPI/POS: ZOMATO,248.15,0.0
22-02-2026,UPI/POS: BLINKIT,435.02,0.0
22-02-2026,UPI/POS: ZOMATO,315.41,0.0
23-02-2026,UPI/POS: AMAZON,1118.99,0.0
23-02-2026,UPI/POS: NAMMA METRO,37.3,0.0
23-02-2026,UPI/POS: ZOMATO,182.7,0.0
24-02-2026,UPI/POS: NAMMA METRO,51.26,0.0
24-02-2026,UPI/POS: BLINKIT,383.53,0.0
24-02-2026,UPI/POS: UBER,295.16,0.0
24-02-2026,UPI/POS: STARBUCKS,311.21,0.0
24-02-2026,UPI/POS: AMAZON,397.96,0.0
24-02-2026,UPI/POS: ZEPTO,274.08,0.0
25-02-2026,UPI/POS: LOCAL BAKERY,57.37,0.0
25-02-2026,UPI/POS: LOCAL BAKERY,117.27,0.0
25-02-2026,UPI/POS: OLA CABS,255.21,0.0
25-02-2026,UPI/POS: BLINKIT,561.75,0.0
25-02-2026,UPI/POS: NAMMA METRO,34.33,0.0
25-02-2026,UPI/POS: OLA CABS,174.67,0.0
25-02-2026,UPI/POS: OLA CABS,284.51,0.0
25-02-2026,UPI/POS: OLA CABS,197.03,0.0
26-02-2026,UPI/POS: NAMMA METRO,36.69,0.0
26-02-2026,UPI/POS: UPI: KIRANA,73.45,0.0
26-02-2026,UPI/POS: UPI: AUTO,97.7,0.0
26-02-2026,UPI/POS: UPI: KIRANA,38.87,0.0
27-02-2026,UPI/POS: UPI: AUTO,52.82,0.0
27-02-2026,UPI/POS: STARBUCKS,386.51,0.0
27-02-2026,UPI/POS: OLA CABS,238.85,0.0
28-02-2026,UPI/POS: LOCAL BAKERY,75.78,0.0
28-02-2026,UPI/POS: ZOMATO,297.63,0.0
28-02-2026,UPI/POS: NAMMA METRO,35.1,0.0
01-03-2026,UPI/POS: ZOMATO,189.94,0.0
01-03-2026,UPI/POS: ZEPTO,206.01,0.0
01-03-2026,UPI/POS: STARBUCKS,355.31,0.0
01-03-2026,NEFT: ACME CORP SALARY,0.0,250000.0
01-03-2026,UPI/POS: UPI: KIRANA,49.74,0.0
01-03-2026,UPI/POS: ZEPTO,346.13,0.0
01-03-2026,UPI/POS: UPI: AMIT SPLITWISE,1681.65,0.0
01-03-2026,UPI/POS: SWIGGY,354.45,0.0
02-03-2026,UPI/POS: AMAZON,1365.74,0.0
02-03-2026,UPI: LANDLORD RENT,35000.0,0.0
02-03-2026,UPI/POS: OLA CABS,119.72,0.0
03-03-2026,UPI/POS: BLINKIT,522.53,0.0
03-03-2026,UPI/POS: LOCAL BAKERY,113.8,0.0
03-03-2026,UPI/POS: NAMMA METRO,49.65,0.0
03-03-2026,UPI/POS: ZOMATO,200.35,0.0
03-03-2026,UPI/POS: UPI: AMIT SPLITWISE,529.92,0.0
03-03-2026,UPI/POS: UPI: AUTO,89.7,0.0
04-03-2026,UPI/POS: OLA CABS,236.98,0.0
04-03-2026,UPI/POS: LOCAL BAKERY,70.84,0.0
04-03-2026,UPI/POS: BLINKIT,483.27,0.0
05-03-2026,UPI/POS: UPI: KIRANA,97.4,0.0
05-03-2026,UPI/POS: UPI: AUTO,90.71,0.0
05-03-2026,ACH: HDFC AUTO LOAN,15000.0,0.0
05-03-2026,UPI/POS: UPI: KIRANA,91.6,0.0
05-03-2026,UPI/POS: OLA CABS,171.49,0.0
05-03-2026,UPI/POS: SWIGGY,372.44,0.0
06-03-2026,UPI/POS: ZEPTO,168.52,0.0
06-03-2026,UPI/POS: SWIGGY,287.39,0.0
06-03-2026,UPI/POS: NAMMA METRO,48.03,0.0
06-03-2026,UPI/POS: NAMMA METRO,47.81,0.0
06-03-2026,UPI/POS: UBER,331.62,0.0
06-03-2026,UPI/POS: ZEPTO,250.37,0.0
07-03-2026,UPI/POS: UPI: KIRANA,68.47,0.0
07-03-2026,UPI/POS: UPI: TEA STALL,27.22,0.0
07-03-2026,UPI/POS: ZOMATO,336.3,0.0
07-03-2026,UPI/POS: ZOMATO,235.02,0.0
07-03-2026,UPI/POS: UPI: TEA STALL,19.34,0.0
07-03-2026,UPI/POS: AMAZON,567.83,0.0
07-03-2026,UPI/POS: SWIGGY,175.04,0.0
07-03-2026,UPI/POS: OLA CABS,199.37,0.0
08-03-2026,UPI/POS: ZEPTO,390.78,0.0
08-03-2026,UPI/POS: UPI: AUTO,55.97,0.0
08-03-2026,UPI/POS: OLA CABS,146.29,0.0
08-03-2026,UPI/POS: OLA CABS,137.39,0.0
08-03-2026,UPI/POS: UPI: AUTO,49.42,0.0
08-03-2026,UPI/POS: UPI: AMIT SPLITWISE,1334.74,0.0
08-03-2026,UPI/POS: STARBUCKS,349.94,0.0
08-03-2026,UPI/POS: STARBUCKS,398.49,0.0
09-03-2026,UPI/POS: UPI: AUTO,81.95,0.0
09-03-2026,UPI/POS: UPI: TEA STALL,19.43,0.0
09-03-2026,UPI/POS: NAMMA METRO,39.39,0.0
10-03-2026,POS: NETFLIX,649.0,0.0
10-03-2026,BBPS: AIRTEL WIFI,1180.0,0.0
10-03-2026,UPI/POS: UBER,364.32,0.0
10-03-2026,POS: SPOTIFY,119.0,0.0
10-03-2026,UPI/POS: BLINKIT,512.69,0.0
11-03-2026,UPI/POS: LOCAL BAKERY,87.06,0.0
11-03-2026,UPI/POS: UBER,253.97,0.0
12-03-2026,UPI/POS: UPI: KIRANA,61.31,0.0
12-03-2026,UPI/POS: ZEPTO,247.86,0.0
12-03-2026,UPI/POS: AMAZON,765.19,0.0
13-03-2026,UPI/POS: NAMMA METRO,36.34,0.0
13-03-2026,UPI/POS: AMAZON,322.7,0.0
13-03-2026,UPI/POS: BLINKIT,467.75,0.0
13-03-2026,UPI/POS: ZOMATO,323.95,0.0
13-03-2026,UPI/POS: LOCAL BAKERY,86.41,0.0
13-03-2026,UPI/POS: UPI: TEA STALL,27.84,0.0
14-03-2026,UPI/POS: UPI: TEA STALL,21.62,0.0
14-03-2026,UPI/POS: BLINKIT,181.39,0.0
14-03-2026,UPI/POS: BLINKIT,500.46,0.0
15-03-2026,UPI/POS: ZEPTO,302.25,0.0
15-03-2026,UPI/POS: LOCAL BAKERY,141.82,0.0
15-03-2026,UPI/POS: AMAZON,604.19,0.0
15-03-2026,UPI/POS: UPI: AUTO,66.52,0.0
15-03-2026,UPI/POS: STARBUCKS,344.09,0.0
15-03-2026,UPI/POS: UBER,354.06,0.0
15-03-2026,UPI/POS: UPI: AUTO,90.86,0.0
15-03-2026,UPI/POS: LOCAL BAKERY,96.65,0.0
16-03-2026,UPI/POS: UPI: KIRANA,97.59,0.0
16-03-2026,UPI/POS: SWIGGY,172.56,0.0
16-03-2026,UPI/POS: LOCAL BAKERY,61.5,0.0
16-03-2026,UPI/POS: BLINKIT,456.59,0.0
16-03-2026,UPI/POS: OLA CABS,137.01,0.0
17-03-2026,UPI/POS: STARBUCKS,254.56,0.0
17-03-2026,UPI/POS: ZOMATO,168.3,0.0
17-03-2026,UPI/POS: NAMMA METRO,36.4,0.0
17-03-2026,UPI/POS: NAMMA METRO,40.77,0.0
17-03-2026,UPI/POS: UPI: KIRANA,92.2,0.0
18-03-2026,UPI/POS: ZOMATO,355.57,0.0
18-03-2026,UPI/POS: UBER,180.58,0.0
18-03-2026,UPI/POS: UBER,335.1,0.0
18-03-2026,UPI/POS: SWIGGY,187.74,0.0
18-03-2026,UPI/POS: SWIGGY,197.28,0.0
19-03-2026,UPI/POS: LOCAL BAKERY,51.26,0.0
19-03-2026,UPI/POS: UBER,186.47,0.0
19-03-2026,UPI/POS: OLA CABS,139.96,0.0
19-03-2026,UPI/POS: NAMMA METRO,59.57,0.0
19-03-2026,UPI/POS: AMAZON,478.47,0.0
19-03-2026,UPI/POS: ZOMATO,349.21,0.0
19-03-2026,UPI/POS: SWIGGY,359.77,0.0
19-03-2026,UPI/POS: UPI: KIRANA,84.25,0.0
19-03-2026,UPI/POS: ZOMATO,191.9,0.0
20-03-2026,UPI/POS: AMAZON,434.67,0.0
20-03-2026,UPI/POS: UPI: KIRANA,54.04,0.0
20-03-2026,UPI/POS: SWIGGY,247.78,0.0
21-03-2026,UPI/POS: UPI: TEA STALL,23.18,0.0
21-03-2026,UPI/POS: UPI: AUTO,53.67,0.0
21-03-2026,UPI/POS: NAMMA METRO,42.73,0.0
21-03-2026,UPI/POS: OLA CABS,261.27,0.0
21-03-2026,UPI/POS: SWIGGY,394.79,0.0
21-03-2026,UPI/POS: NAMMA METRO,30.1,0.0
21-03-2026,UPI/POS: NAMMA METRO,59.07,0.0
22-03-2026,UPI/POS: SWIGGY,166.65,0.0
22-03-2026,UPI/POS: UPI: AUTO,84.5,0.0
22-03-2026,UPI/POS: LOCAL BAKERY,113.23,0.0
23-03-2026,UPI/POS: UPI: AUTO,43.48,0.0
23-03-2026,UPI/POS: UPI: TEA STALL,21.12,0.0
23-03-2026,UPI/POS: UPI: TEA STALL,16.85,0.0
23-03-2026,UPI/POS: SWIGGY,167.46,0.0
23-03-2026,UPI/POS: UPI: PRIYA SPLITWISE,1248.81,0.0
23-03-2026,UPI/POS: LOCAL BAKERY,148.81,0.0
23-03-2026,UPI/POS: UPI: KIRANA,55.29,0.0
23-03-2026,UPI/POS: LOCAL BAKERY,110.19,0.0
24-03-2026,UPI/POS: BLINKIT,496.49,0.0
24-03-2026,UPI/POS: NAMMA METRO,38.63,0.0
24-03-2026,UPI/POS: ZEPTO,367.54,0.0
24-03-2026,UPI/POS: ZEPTO,184.88,0.0
25-03-2026,UPI/POS: OLA CABS,252.15,0.0
25-03-2026,UPI/POS: UPI: AMIT SPLITWISE,1267.38,0.0
25-03-2026,UPI/POS: OLA CABS,162.87,0.0
25-03-2026,UPI/POS: SWIGGY,151.17,0.0
25-03-2026,UPI/POS: BLINKIT,278.59,0.0
26-03-2026,UPI/POS: BLINKIT,328.01,0.0
27-03-2026,UPI/POS: SWIGGY,183.6,0.0
27-03-2026,UPI/POS: UPI: KIRANA,77.0,0.0
27-03-2026,UPI/POS: UPI: TEA STALL,20.26,0.0
27-03-2026,UPI/POS: UPI: NEHA SPLITWISE,1627.38,0.0
27-03-2026,UPI/POS: LOCAL BAKERY,117.11,0.0
28-03-2026,UPI/POS: ZEPTO,219.2,0.0
28-03-2026,UPI/POS: UPI: TEA STALL,17.45,0.0
28-03-2026,UPI/POS: OLA CABS,153.5,0.0
28-03-2026,UPI/POS: ZEPTO,328.12,0.0
28-03-2026,UPI/POS: ZOMATO,281.94,0.0
28-03-2026,UPI/POS: UPI: AMIT SPLITWISE,1597.62,0.0
28-03-2026,UPI/POS: AMAZON,1009.01,0.0
28-03-2026,UPI/POS: BLINKIT,247.44,0.0
28-03-2026,UPI/POS: AMAZON,219.38,0.0
28-03-2026,UPI/POS: ZEPTO,128.51,0.0
28-03-2026,UPI/POS: UPI: KIRANA,48.18,0.0
28-03-2026,UPI/POS: UPI: TEA STALL,24.42,0.0
28-03-2026,UPI/POS: UPI: TEA STALL,21.09,0.0
29-03-2026,UPI/POS: STARBUCKS,342.96,0.0
29-03-2026,UPI/POS: SWIGGY,393.22,0.0
29-03-2026,UPI/POS: ZEPTO,258.7,0.0
29-03-2026,UPI/POS: AMAZON,775.43,0.0
29-03-2026,UPI/POS: UPI: AUTO,41.58,0.0
29-03-2026,UPI/POS: SWIGGY,287.44,0.0
29-03-2026,UPI/POS: UPI: TEA STALL,26.58,0.0
30-03-2026,UPI/POS: SWIGGY,260.01,0.0
31-03-2026,UPI/POS: OLA CABS,213.55,0.0
31-03-2026,UPI/POS: UPI: KIRANA,96.86,0.0
31-03-2026,UPI/POS: ZOMATO,172.7,0.0
31-03-2026,UPI/POS: UPI: AUTO,41.2,0.0
31-03-2026,UPI/POS: OLA CABS,272.09,0.0
31-03-2026,UPI/POS: UPI: KIRANA,67.34,0.0
01-04-2026,UPI/POS: BLINKIT,564.17,0.0
01-04-2026,UPI/POS: STARBUCKS,282.49,0.0
01-04-2026,UPI/POS: LOCAL BAKERY,79.46,0.0
01-04-2026,UPI/POS: ZOMATO,195.84,0.0
02-04-2026,UPI/POS: ZEPTO,346.9,0.0
02-04-2026,UPI/POS: OLA CABS,106.48,0.0
02-04-2026,UPI/POS: STARBUCKS,369.41,0.0
02-04-2026,UPI/POS: STARBUCKS,321.84,0.0
02-04-2026,UPI/POS: UBER,159.87,0.0
03-04-2026,UPI/POS: UPI: TEA STALL,28.95,0.0
